Date,License Plate,Description,Camera,Site
11/03/2025 03:49:07 PM UTC,KD07MAV,,CB52-E Bullet Camera,Coventry
11/03/2025 03:46:48 PM UTC,EK23CDE,,CB52-E Bullet Camera,Coventry
11/03/2025 03:45:16 PM UTC,LM69WBM,,CB52-E Bullet Camera,Coventry
11/03/2025 03:35:58 PM UTC,FA16MXV,,CB52-E Bullet Camera,Coventry
11/03/2025 03:31:46 PM UTC,RE12JJV,,CB52-E Bullet Camera,Coventry
11/03/2025 03:27:42 PM UTC,AK67DRZ,,CB52-E Bullet Camera,Coventry
11/03/2025 03:26:58 PM UTC,YJ65NYX,,CB52-E Bullet Camera,Coventry
11/03/2025 03:26:31 PM UTC,BN64KLA,,CB52-E Bullet Camera,Coventry
11/03/2025 03:13:07 PM UTC,EU73YV0,,CB52-E Bullet Camera,Coventry
11/03/2025 03:11:58 PM UTC,MM16EAW,,CB52-E Bullet Camera,Coventry
11/03/2025 02:58:27 PM UTC,SA14ZST,,CB52-E Bullet Camera,Coventry
11/03/2025 02:52:44 PM UTC,FV13EZK,,CB52-E Bullet Camera,Coventry
11/03/2025 02:52:42 PM UTC,BG68NJU,,CB52-E Bullet Camera,Coventry
11/03/2025 02:52:00 PM UTC,HNI0FCM,,CB52-E Bullet Camera,Coventry
11/03/2025 02:49:42 PM UTC,SJ56WZP,,CB52-E Bullet Camera,Coventry
11/03/2025 02:47:53 PM UTC,LX18FZD,,CB52-E Bullet Camera,Coventry
11/03/2025 02:44:38 PM UTC,LG72DXE,,CB52-E Bullet Camera,Coventry
11/03/2025 02:42:44 PM UTC,LT61ZNB,,CB52-E Bullet Camera,Coventry
11/03/2025 02:41:31 PM UTC,BN64KLA,,CB52-E Bullet Camera,Coventry
11/03/2025 02:31:39 PM UTC,NU74HWF,,CB52-E Bullet Camera,Coventry
11/03/2025 02:26:42 PM UTC,L008HDU,,CB52-E Bullet Camera,Coventry
11/03/2025 02:20:28 PM UTC,BT68XAS,,CB52-E Bullet Camera,Coventry
11/03/2025 02:18:20 PM UTC,EJ09MZW,,CB52-E Bullet Camera,Coventry
11/03/2025 02:11:52 PM UTC,LM59FKX,,CB52-E Bullet Camera,Coventry
11/03/2025 02:10:01 PM UTC,HF16CDY,,CB52-E Bullet Camera,Coventry
11/03/2025 02:04:45 PM UTC,KM10YBC,,CB52-E Bullet Camera,Coventry
11/03/2025 01:53:44 PM UTC,KM21WSE,,CB52-E Bullet Camera,Coventry
11/03/2025 01:46:53 PM UTC,BC14WGE,,CB52-E Bullet Camera,Coventry
11/03/2025 01:45:33 PM UTC,LD14F0G,,CB52-E Bullet Camera,Coventry
11/03/2025 01:33:12 PM UTC,YC69XPT,,CB52-E Bullet Camera,Coventry
11/03/2025 01:31:22 PM UTC,WF71JWW,,CB52-E Bullet Camera,Coventry
11/03/2025 01:08:44 PM UTC,MA60KYM,,CB52-E Bullet Camera,Coventry
11/03/2025 12:50:07 PM UTC,BL53FVV,,CB52-E Bullet Camera,Coventry
11/03/2025 12:49:16 PM UTC,BW23WNE,,CB52-E Bullet Camera,Coventry
11/03/2025 12:43:56 PM UTC,BK67HPY,,CB52-E Bullet Camera,Coventry
11/03/2025 12:36:27 PM UTC,SM12FRK,,CB52-E Bullet Camera,Coventry
11/03/2025 12:23:36 PM UTC,DE68XUR,,CB52-E Bullet Camera,Coventry
11/03/2025 12:18:57 PM UTC,KV12XUS,,CB52-E Bullet Camera,Coventry
11/03/2025 12:03:28 PM UTC,DA17NLC,,CB52-E Bullet Camera,Coventry
11/03/2025 12:02:29 PM UTC,AJ17FNY,,CB52-E Bullet Camera,Coventry
11/03/2025 11:39:49 AM UTC,WM09ETJ,,CB52-E Bullet Camera,Coventry
11/03/2025 11:36:55 AM UTC,BN690W0,,CB52-E Bullet Camera,Coventry
11/03/2025 11:31:40 AM UTC,AF05SAL,,CB52-E Bullet Camera,Coventry
11/03/2025 11:21:26 AM UTC,CE69CYC,,CB52-E Bullet Camera,Coventry
11/03/2025 11:08:55 AM UTC,LT61ZNB,,CB52-E Bullet Camera,Coventry
11/03/2025 11:07:40 AM UTC,BA65KXE,,CB52-E Bullet Camera,Coventry
11/03/2025 10:58:13 AM UTC,LD09BNE,,CB52-E Bullet Camera,Coventry
11/03/2025 10:55:05 AM UTC,FJC10,,CB52-E Bullet Camera,Coventry
11/03/2025 10:49:38 AM UTC,WK70MPY,,CB52-E Bullet Camera,Coventry
11/03/2025 10:44:06 AM UTC,YJ67HWC,,CB52-E Bullet Camera,Coventry
11/03/2025 10:42:11 AM UTC,KT18YUN,,CB52-E Bullet Camera,Coventry
11/03/2025 10:41:44 AM UTC,LG61TLK,,CB52-E Bullet Camera,Coventry
11/03/2025 10:32:59 AM UTC,KU59VNL,,CB52-E Bullet Camera,Coventry
11/03/2025 10:25:40 AM UTC,AX72CFK,,CB52-E Bullet Camera,Coventry
11/03/2025 10:24:34 AM UTC,BT210HH,,CB52-E Bullet Camera,Coventry
11/03/2025 10:23:17 AM UTC,MF720PG,,CB52-E Bullet Camera,Coventry
11/03/2025 10:22:20 AM UTC,B2A0G,,CB52-E Bullet Camera,Coventry
11/03/2025 10:17:04 AM UTC,N9XNG,,CB52-E Bullet Camera,Coventry
11/03/2025 10:16:24 AM UTC,LG72EBV,,CB52-E Bullet Camera,Coventry
11/03/2025 10:14:44 AM UTC,P99TER,,CB52-E Bullet Camera,Coventry
11/03/2025 10:10:30 AM UTC,BW66BFP,,CB52-E Bullet Camera,Coventry
11/03/2025 09:43:48 AM UTC,BR18FJE,,CB52-E Bullet Camera,Coventry
11/03/2025 09:37:52 AM UTC,FM16AFN,,CB52-E Bullet Camera,Coventry
11/03/2025 09:34:03 AM UTC,EU73YV0,,CB52-E Bullet Camera,Coventry
11/03/2025 09:32:56 AM UTC,BP21WGU,,CB52-E Bullet Camera,Coventry
11/03/2025 09:30:34 AM UTC,FH14TLN,,CB52-E Bullet Camera,Coventry
11/03/2025 09:30:04 AM UTC,BU20YST,,CB52-E Bullet Camera,Coventry
11/03/2025 09:18:53 AM UTC,FG12BYU,,CB52-E Bullet Camera,Coventry
11/03/2025 09:14:58 AM UTC,GV06HZZ,,CB52-E Bullet Camera,Coventry
11/03/2025 09:11:50 AM UTC,BF60EFA,,CB52-E Bullet Camera,Coventry
11/03/2025 09:08:46 AM UTC,YK68DC0,,CB52-E Bullet Camera,Coventry
11/03/2025 09:04:59 AM UTC,K6HSJ,,CB52-E Bullet Camera,Coventry
11/03/2025 09:03:56 AM UTC,PK16WGY,,CB52-E Bullet Camera,Coventry
11/03/2025 09:02:02 AM UTC,0W25RYC,,CB52-E Bullet Camera,Coventry
11/03/2025 08:58:48 AM UTC,0Y64VKP,,CB52-E Bullet Camera,Coventry
11/03/2025 08:58:08 AM UTC,DV68RHU,,CB52-E Bullet Camera,Coventry
11/03/2025 08:57:26 AM UTC,FA16MXV,,CB52-E Bullet Camera,Coventry
11/03/2025 08:54:36 AM UTC,BT18UHF,,CB52-E Bullet Camera,Coventry
11/03/2025 08:54:28 AM UTC,0Y64EUJ,,CB52-E Bullet Camera,Coventry
11/03/2025 08:53:20 AM UTC,DG1BBYR,,CB52-E Bullet Camera,Coventry
11/03/2025 08:52:32 AM UTC,MM16EAW,,CB52-E Bullet Camera,Coventry
11/03/2025 08:47:55 AM UTC,YJ19TDU,,CB52-E Bullet Camera,Coventry
11/03/2025 08:47:33 AM UTC,LK14UHJ,,CB52-E Bullet Camera,Coventry
11/03/2025 08:37:56 AM UTC,NU13Y0T,,CB52-E Bullet Camera,Coventry
11/03/2025 08:36:24 AM UTC,BW65UGD,,CB52-E Bullet Camera,Coventry
11/03/2025 08:34:03 AM UTC,VK61BXN,,CB52-E Bullet Camera,Coventry
11/03/2025 08:27:16 AM UTC,DY66AV0,,CB52-E Bullet Camera,Coventry
11/03/2025 08:26:35 AM UTC,ML20GYH,,CB52-E Bullet Camera,Coventry
11/03/2025 08:12:00 AM UTC,DS21Y0P,,CB52-E Bullet Camera,Coventry
11/03/2025 08:06:31 AM UTC,LG72DTU,,CB52-E Bullet Camera,Coventry
11/03/2025 07:49:39 AM UTC,01162,,CB52-E Bullet Camera,Coventry
11/03/2025 07:48:51 AM UTC,0SHG736,,CB52-E Bullet Camera,Coventry
11/03/2025 07:46:58 AM UTC,KN24YDJ,,CB52-E Bullet Camera,Coventry
11/03/2025 07:36:05 AM UTC,AY22ZZF,,CB52-E Bullet Camera,Coventry
11/03/2025 07:34:15 AM UTC,GV24KDX,,CB52-E Bullet Camera,Coventry
11/03/2025 07:32:19 AM UTC,LG72DWW,,CB52-E Bullet Camera,Coventry
11/03/2025 07:27:32 AM UTC,CV17DUX,,CB52-E Bullet Camera,Coventry
11/03/2025 07:22:07 AM UTC,BP68NTW,,CB52-E Bullet Camera,Coventry
11/03/2025 07:17:22 AM UTC,FE68VEV,,CB52-E Bullet Camera,Coventry
11/03/2025 07:06:08 AM UTC,HJ67DCU,,CB52-E Bullet Camera,Coventry
11/03/2025 06:40:12 AM UTC,LG720WL,,CB52-E Bullet Camera,Coventry
11/03/2025 06:39:55 AM UTC,YBI9VSZ,,CB52-E Bullet Camera,Coventry
11/03/2025 06:25:14 AM UTC,HW23WNR,,CB52-E Bullet Camera,Coventry
11/03/2025 06:24:43 AM UTC,LG720WJ,,CB52-E Bullet Camera,Coventry
11/03/2025 02:37:32 AM UTC,NU74HKF,,CB52-E Bullet Camera,Coventry
11/03/2025 02:21:08 AM UTC,P0UC,,CB52-E Bullet Camera,Coventry
11/03/2025 01:34:09 AM UTC,NC71BC0,,CB52-E Bullet Camera,Coventry
11/02/2025 11:09:21 PM UTC,DG19ZDF,,CB52-E Bullet Camera,Coventry
11/02/2025 10:56:54 PM UTC,RE12JJV,,CB52-E Bullet Camera,Coventry
11/02/2025 10:56:16 PM UTC,EF600EB,,CB52-E Bullet Camera,Coventry
11/02/2025 10:38:32 PM UTC,RJUPMY,,CB52-E Bullet Camera,Coventry
11/02/2025 10:11:34 PM UTC,BT23ACU,,CB52-E Bullet Camera,Coventry
11/02/2025 10:09:30 PM UTC,WG73HAU,,CB52-E Bullet Camera,Coventry
11/02/2025 09:51:41 PM UTC,RK23MYF,,CB52-E Bullet Camera,Coventry
11/02/2025 09:43:47 PM UTC,BX70NV0,,CB52-E Bullet Camera,Coventry
11/02/2025 09:34:05 PM UTC,LD22APF,,CB52-E Bullet Camera,Coventry
11/02/2025 09:30:42 PM UTC,0V10PZR,,CB52-E Bullet Camera,Coventry
11/02/2025 09:19:47 PM UTC,RE12JJV,,CB52-E Bullet Camera,Coventry
11/02/2025 09:05:24 PM UTC,YK68UCL,,CB52-E Bullet Camera,Coventry
11/02/2025 08:32:05 PM UTC,LS66N22,,CB52-E Bullet Camera,Coventry
11/02/2025 08:31:49 PM UTC,GV08HZ2,,CB52-E Bullet Camera,Coventry
11/02/2025 08:24:35 PM UTC,DU68VRD,,CB52-E Bullet Camera,Coventry
11/02/2025 07:53:03 PM UTC,V025YUK,,CB52-E Bullet Camera,Coventry
11/02/2025 07:47:30 PM UTC,BN64KLA,,CB52-E Bullet Camera,Coventry
11/02/2025 07:45:22 PM UTC,0V10PZR,,CB52-E Bullet Camera,Coventry
11/02/2025 07:39:46 PM UTC,L022APF,,CB52-E Bullet Camera,Coventry
11/02/2025 07:36:01 PM UTC,BX67PVM,,CB52-E Bullet Camera,Coventry
11/02/2025 07:35:44 PM UTC,LG64GCY,,CB52-E Bullet Camera,Coventry
11/02/2025 07:35:39 PM UTC,LC66UTW,,CB52-E Bullet Camera,Coventry
11/02/2025 07:35:25 PM UTC,M44SSM,,CB52-E Bullet Camera,Coventry
11/02/2025 07:10:42 PM UTC,LG72DWY,,CB52-E Bullet Camera,Coventry
11/02/2025 06:54:45 PM UTC,BT722BU,,CB52-E Bullet Camera,Coventry
11/02/2025 06:45:55 PM UTC,YC590WJ,,CB52-E Bullet Camera,Coventry
11/02/2025 06:45:18 PM UTC,HY64280,,CB52-E Bullet Camera,Coventry
11/02/2025 06:39:43 PM UTC,GV06HZZ,,CB52-E Bullet Camera,Coventry
11/02/2025 06:22:07 PM UTC,LS67GKK,,CB52-E Bullet Camera,Coventry
11/02/2025 06:19:05 PM UTC,KD07MAV,,CB52-E Bullet Camera,Coventry
11/02/2025 06:16:06 PM UTC,CG72DX5,,CB52-E Bullet Camera,Coventry
11/02/2025 06:10:52 PM UTC,FV07VCP,,CB52-E Bullet Camera,Coventry
11/02/2025 06:10:09 PM UTC,BN64KLA,,CB52-E Bullet Camera,Coventry
11/02/2025 06:05:35 PM UTC,GV64HKP,,CB52-E Bullet Camera,Coventry
11/02/2025 06:02:24 PM UTC,B624LYX,,CB52-E Bullet Camera,Coventry
11/02/2025 06:02:18 PM UTC,NL67XWW,,CB52-E Bullet Camera,Coventry
11/02/2025 05:52:24 PM UTC,0E17YLN,,CB52-E Bullet Camera,Coventry
11/02/2025 05:50:49 PM UTC,YT10YNW,,CB52-E Bullet Camera,Coventry
11/02/2025 05:40:41 PM UTC,AJ17FNY,,CB52-E Bullet Camera,Coventry
11/02/2025 05:34:48 PM UTC,SN69ZDG,,CB52-E Bullet Camera,Coventry
11/02/2025 05:32:41 PM UTC,AE02AWA,,CB52-E Bullet Camera,Coventry
11/02/2025 05:14:25 PM UTC,NU74HKF,,CB52-E Bullet Camera,Coventry
11/02/2025 05:02:45 PM UTC,V025YUK,,CB52-E Bullet Camera,Coventry
11/02/2025 04:41:14 PM UTC,HY64ZB0,,CB52-E Bullet Camera,Coventry
11/02/2025 04:33:24 PM UTC,YFZ5929,,CB52-E Bullet Camera,Coventry
11/02/2025 04:32:17 PM UTC,PF68ZTZ,,CB52-E Bullet Camera,Coventry
11/02/2025 04:20:40 PM UTC,HF56K0D,,CB52-E Bullet Camera,Coventry
11/02/2025 04:15:42 PM UTC,BP13SXT,,CB52-E Bullet Camera,Coventry
11/02/2025 04:01:54 PM UTC,YC590WJ,,CB52-E Bullet Camera,Coventry
11/02/2025 03:46:08 PM UTC,FG70DWA,,CB52-E Bullet Camera,Coventry
11/02/2025 03:37:22 PM UTC,FY09RUR,,CB52-E Bullet Camera,Coventry
11/02/2025 03:31:35 PM UTC,BD24ENH,,CB52-E Bullet Camera,Coventry
11/02/2025 03:30:01 PM UTC,BF60EFT,,CB52-E Bullet Camera,Coventry
11/02/2025 03:22:11 PM UTC,HS17PP0,,CB52-E Bullet Camera,Coventry
11/02/2025 03:21:49 PM UTC,AD08FH0,,CB52-E Bullet Camera,Coventry
11/02/2025 03:12:10 PM UTC,HY710TF,,CB52-E Bullet Camera,Coventry
11/02/2025 03:11:59 PM UTC,HV70NNT,,CB52-E Bullet Camera,Coventry
11/02/2025 03:10:49 PM UTC,FG08KNL,,CB52-E Bullet Camera,Coventry
11/02/2025 03:09:14 PM UTC,KP65HBX,,CB52-E Bullet Camera,Coventry
11/02/2025 03:00:18 PM UTC,BD24ENH,,CB52-E Bullet Camera,Coventry
11/02/2025 02:54:48 PM UTC,LS67GKK,,CB52-E Bullet Camera,Coventry
11/02/2025 02:50:06 PM UTC,BU20YST,,CB52-E Bullet Camera,Coventry
11/02/2025 02:49:54 PM UTC,FH70BYT,,CB52-E Bullet Camera,Coventry
11/02/2025 02:38:31 PM UTC,BN64KLA,,CB52-E Bullet Camera,Coventry
11/02/2025 02:32:31 PM UTC,SA10JVC,,CB52-E Bullet Camera,Coventry
11/02/2025 02:26:00 PM UTC,BD20PXH,,CB52-E Bullet Camera,Coventry
11/02/2025 02:23:09 PM UTC,FV07VCP,,CB52-E Bullet Camera,Coventry
11/02/2025 02:19:30 PM UTC,DX150RS,,CB52-E Bullet Camera,Coventry
11/02/2025 02:12:47 PM UTC,BP69FTU,,CB52-E Bullet Camera,Coventry
11/02/2025 02:08:49 PM UTC,EA630PM,,CB52-E Bullet Camera,Coventry
11/02/2025 02:08:23 PM UTC,BD660VU,,CB52-E Bullet Camera,Coventry
11/02/2025 01:56:41 PM UTC,GU59MYW,,CB52-E Bullet Camera,Coventry
11/02/2025 01:49:00 PM UTC,RE12JJV,,CB52-E Bullet Camera,Coventry
11/02/2025 01:46:17 PM UTC,SC18WNW,,CB52-E Bullet Camera,Coventry
11/02/2025 01:41:29 PM UTC,AK15ZKF,,CB52-E Bullet Camera,Coventry
11/02/2025 01:12:05 PM UTC,A7YFV,,CB52-E Bullet Camera,Coventry
11/02/2025 12:56:31 PM UTC,EY5HFK,,CB52-E Bullet Camera,Coventry
11/02/2025 12:45:16 PM UTC,FP66LPJ,,CB52-E Bullet Camera,Coventry
11/02/2025 12:41:06 PM UTC,BR68EXA,,CB52-E Bullet Camera,Coventry
11/02/2025 12:34:20 PM UTC,GK12BTU,,CB52-E Bullet Camera,Coventry
11/02/2025 12:32:10 PM UTC,HJ13LDZ,,CB52-E Bullet Camera,Coventry
11/02/2025 12:29:54 PM UTC,LC66UTW,,CB52-E Bullet Camera,Coventry
11/02/2025 12:15:18 PM UTC,WU61VKV,,CB52-E Bullet Camera,Coventry
11/02/2025 12:06:27 PM UTC,YD220CZ,,CB52-E Bullet Camera,Coventry
11/02/2025 11:41:29 AM UTC,BT69WGM,,CB52-E Bullet Camera,Coventry
11/02/2025 10:59:33 AM UTC,RK23MYF,,CB52-E Bullet Camera,Coventry
11/02/2025 10:34:24 AM UTC,KX14XWE,,CB52-E Bullet Camera,Coventry
11/02/2025 10:30:34 AM UTC,BP74FKS,,CB52-E Bullet Camera,Coventry
11/02/2025 08:37:07 AM UTC,BP74RZC,,CB52-E Bullet Camera,Coventry
11/02/2025 04:52:26 AM UTC,KM14V2N,,CB52-E Bullet Camera,Coventry
11/02/2025 03:22:20 AM UTC,LT612NB,,CB52-E Bullet Camera,Coventry
11/02/2025 02:40:52 AM UTC,0V10PZR,,CB52-E Bullet Camera,Coventry
11/02/2025 02:02:50 AM UTC,YC590WJ,,CB52-E Bullet Camera,Coventry
11/02/2025 01:06:42 AM UTC,GR68EXA,,CB52-E Bullet Camera,Coventry
11/02/2025 12:48:53 AM UTC,BR68EXA,,CB52-E Bullet Camera,Coventry
11/02/2025 12:47:06 AM UTC,L567GKK,,CB52-E Bullet Camera,Coventry
11/01/2025 11:53:24 PM UTC,BX67PVN,,CB52-E Bullet Camera,Coventry
11/01/2025 11:36:04 PM UTC,SD1377J,,CB52-E Bullet Camera,Coventry
11/01/2025 11:25:13 PM UTC,0V10PZR,,CB52-E Bullet Camera,Coventry
11/01/2025 10:44:40 PM UTC,S861WNJ,,CB52-E Bullet Camera,Coventry
11/01/2025 10:42:49 PM UTC,RE12JJV,,CB52-E Bullet Camera,Coventry
11/01/2025 10:21:57 PM UTC,BG69GEK,,CB52-E Bullet Camera,Coventry
